Task_ID,Timestamp,Joint_ID,Desired_Position,Actual_Position,Desired_Velocity,Actual_Velocity,Actuator_Torque_Command,Energy_Consumption,Path_Error,Predicted_Position_SRR_DM_Bi_LSTM,Predicted_Velocity_SRR_DM_Bi_LSTM,Inference_Latency,Edge_Node_ID,Task_Completion_Time,Environment_Load,Motion_Type,Robot_Model,Edge_Computing_Enabled,Green_Computing_Mode,Target_Desired_Position
T008,01-07-2024 09:07,4.412649079,18.19231904,18.32594427,0.683746635,0.771090888,1.054727627,5.174695171,0.149767199,18.68315508,0.669466973,24.99,Edge-03,14.14968031,Heavy,Weld,IRB6700,TRUE,TRUE,18.19231904
T010,01-07-2024 09:01,3.082545763,61.73344571,62.38021754,0.819820149,0.764187988,1.445413392,5.519104306,0.297091688,61.28246238,0.795898937,24.19165778,Edge-01,11.42091545,Heavy,Weld,IRB6700,TRUE,TRUE,61.73344571
T002,01-07-2024 09:02,4.177389935,65.57394767,65.26438444,0.58304528,0.573885134,1.011091002,5.604838987,0.325536876,66.18933693,0.601936445,23.25241139,Edge-01,12.66422524,Heavy,Inspect,KUKA KR10,TRUE,TRUE,65.57394767
T010,01-07-2024 09:06,1.68127016,38.43886935,38.72871193,0.522991325,0.535073555,1.431636682,5.162389755,0.257971478,37.84418819,0.535045581,23.54570916,Edge-02,12.15615656,Heavy,Inspect,FANUC M-20iA,TRUE,TRUE,38.43886935
T006,01-07-2024 09:04,4.302076891,46.07339392,46.15544856,0.46840837,0.446729807,1.32973917,5.01835569,0.45040335,46.40904418,0.420324666,24.31493669,Edge-01,13.68295897,Heavy,Inspect,KUKA KR10,TRUE,TRUE,46.07339392
T007,01-07-2024 09:03,3.59328396,59.12516565,59.46931027,0.303412224,0.286266378,0.851513848,5.539927728,0.252087275,59.11404633,0.272007166,23.55114506,Edge-02,10.01,Light,Inspect,KUKA KR10,TRUE,TRUE,59.12516565
T010,01-07-2024 09:04,4.34175905,34.85373679,34.09870539,0.806404417,0.783068266,1.41648565,4.595136434,0.461915558,35.20948754,0.8161608,22.985108,Edge-02,10.01,Heavy,Weld,IRB6700,TRUE,TRUE,34.85373679
T009,01-07-2024 09:06,3.648485064,50.06507493,49.68670218,0.666700267,0.705209217,1.195757434,4.779518696,0.198141625,49.91127738,0.652472384,24.57942717,Edge-03,10.17753187,Heavy,Inspect,FANUC M-20iA,TRUE,TRUE,50.06507493
T004,01-07-2024 09:06,5.861952701,78.52426122,78.72482382,0.2,0.12,1.195063214,5.793774901,0.297032815,78.6455031,0.2,22.57696385,Edge-02,12.32445724,Light,Place,IRB6700,TRUE,TRUE,78.52426122
T009,01-07-2024 09:00,4.081802823,51.76370233,52.05767841,0.596785343,0.501909794,1.380905071,5.803069962,0.091134181,51.50417228,0.553930377,23.67013402,Edge-01,11.65615656,Heavy,Pick,FANUC M-20iA,TRUE,TRUE,51.76370233
T001,01-07-2024 09:05,2.956024765,46.58653406,46.63521299,0.608396033,0.653108457,0.960617988,5.37087756,0.499094329,46.26757257,0.580642228,23.26246548,Edge-02,12.11301816,Light,Pick,KUKA KR10,TRUE,TRUE,46.58653406
T004,01-07-2024 09:02,4.983734031,45.4569702,45.76662567,0.658821223,0.621076011,1.114599242,5.559452059,0.25105239,45.17984156,0.641232683,23.46342506,Edge-01,13.13578379,Heavy,Pick,FANUC M-20iA,TRUE,TRUE,45.4569702
T002,01-07-2024 09:00,3.897227736,31.68775682,31.50568264,0.454181896,0.476249586,1.259835805,5.168099779,0.295600062,31.9425938,0.463660301,22.69897404,Edge-02,12.81957092,Heavy,Pick,KUKA KR10,TRUE,TRUE,31.68775682
T006,01-07-2024 09:07,5.679568668,44.93251242,45.20700797,0.671124872,0.614041484,1.178394749,5.471860541,0.376179978,44.90834899,0.669002162,23.86448197,Edge-01,12.07552518,Heavy,Place,IRB6700,TRUE,TRUE,44.93251242
T001,01-07-2024 09:04,4.710664915,71.34750502,71.39295683,0.394720539,0.445925858,1.087736532,4.618630943,0.340610769,71.95255811,0.40862616,23.99992775,Edge-02,14.03092553,Light,Weld,FANUC M-20iA,TRUE,TRUE,71.34750502
T010,01-07-2024 09:05,2.136999182,89.43,89.85,0.54396312,0.479191337,1.342679217,5.473278886,0.219716628,89.51,0.576552299,24.11252686,Edge-01,10.86644916,Light,Weld,FANUC M-20iA,TRUE,TRUE,89.43
T008,01-07-2024 09:01,2.253639238,54.05557017,55.17606051,0.855440303,0.776739781,1.065489354,5.692344437,0.399660794,53.67289109,0.854138291,22.8928667,Edge-02,12.00826893,Heavy,Pick,KUKA KR10,TRUE,TRUE,54.05557017
T004,01-07-2024 09:07,3.069389697,35.04329822,35.7688745,0.876610796,0.907620027,1.319481061,5.490331619,0.392395888,35.01025736,0.869114038,23.08809024,Edge-02,13.02749756,Heavy,Inspect,KUKA KR10,TRUE,TRUE,35.04329822
T004,01-07-2024 09:00,2.395634057,46.16729496,47.01240789,0.666502812,0.723512749,1.221050816,5.639447277,0.455884004,45.97752945,0.64642209,23.98574816,Edge-01,13.01506684,Heavy,Place,FANUC M-20iA,TRUE,TRUE,46.16729496
T002,01-07-2024 09:00,1,10.35474777,10.49968577,0.738628063,0.760125414,1.037856975,4.591081884,0.051226115,10.07504226,0.762974524,24.32150049,Edge-01,14.52719015,Heavy,Place,FANUC M-20iA,TRUE,TRUE,10.35474777
T007,01-07-2024 09:02,4.52347719,25.71589579,26.43695471,0.488522666,0.360158778,1.136645128,5.942093903,0.316816557,25.79178774,0.481444811,23.81445978,Edge-02,11.71014252,Heavy,Pick,KUKA KR10,TRUE,TRUE,25.71589579
T007,01-07-2024 09:07,4.341613229,89.43,89.85,0.859999183,0.850839518,0.915989337,4.522136783,0.312161256,89.51,0.833158647,23.53029005,Edge-02,11.61704215,Light,Pick,IRB6700,TRUE,TRUE,89.43
T009,01-07-2024 09:06,3.120331805,69.09869846,68.01422623,0.579083212,0.497438607,1.398637251,5.055267358,0.076312781,69.49096271,0.572388431,24.04805722,Edge-03,12.45011318,Heavy,Inspect,FANUC M-20iA,TRUE,TRUE,69.09869846
T003,01-07-2024 09:07,3.982853298,38.6958679,38.81224184,0.570912235,0.550119416,1.069368154,5.21258399,0.31215881,39.03685913,0.589684242,24.55910187,Edge-02,12.60143189,Heavy,Inspect,IRB6700,TRUE,TRUE,38.6958679
T006,01-07-2024 09:02,2.020714684,27.02872897,27.82053994,0.495579396,0.568962097,0.924782965,4.734887069,0.41004323,26.81165562,0.484081109,22.98119929,Edge-01,11.4325401,Heavy,Weld,FANUC M-20iA,TRUE,TRUE,27.02872897
T005,01-07-2024 09:03,3.934431223,38.91110679,38.59067359,0.582825988,0.616166512,1.137025892,5.38928205,0.545861846,38.36628217,0.587379367,24.06104623,Edge-01,12.78915448,Heavy,Weld,KUKA KR10,TRUE,TRUE,38.91110679
T008,01-07-2024 09:07,1.106520169,19.69700181,19.64872229,0.508337254,0.533137466,1.095833311,5.300700324,0.164578325,19.49209964,0.509531543,23.98001222,Edge-01,14.09085272,Heavy,Weld,KUKA KR10,TRUE,TRUE,19.69700181
T008,01-07-2024 09:01,4.517943129,54.562683,54.95870784,0.751632122,0.79860191,1.380439503,5.267108767,0.201630388,54.84428437,0.766105212,24.14138401,Edge-01,10.72537223,Light,Pick,KUKA KR10,TRUE,TRUE,54.562683
T001,01-07-2024 09:00,4.262842647,43.47908843,43.8337481,0.620164661,0.660036564,0.8,4.824404852,0.308600948,43.52350711,0.621700154,23.73288271,Edge-01,11.44997591,Light,Inspect,FANUC M-20iA,TRUE,TRUE,43.47908843
T001,01-07-2024 09:01,5.538724295,44.47155823,44.10939029,0.622361709,0.613951864,1.255654908,5.394730725,0.112114828,44.87178201,0.601862085,24.19497059,Edge-02,12.06960168,Heavy,Place,IRB6700,TRUE,TRUE,44.47155823
T003,01-07-2024 09:04,3.425155494,27.32766986,26.67645306,0.535123256,0.545852734,1.335468296,4.51,0.268891543,27.44266577,0.543898496,23.0838003,Edge-03,11.24738825,Heavy,Place,FANUC M-20iA,TRUE,TRUE,27.32766986
T009,01-07-2024 09:00,3.526903604,89.43,89.85,1,1.009438974,1.361375201,5.57095046,0.308219275,89.51,1.05,23.54046531,Edge-03,12.28735731,Light,Pick,KUKA KR10,TRUE,TRUE,89.43
T009,01-07-2024 09:08,6,38.97996871,39.039398,0.533137813,0.484901333,1.172189332,5.375607573,0.204152062,38.90917686,0.520319936,24.76402325,Edge-02,14.20900806,Light,Inspect,KUKA KR10,TRUE,TRUE,38.97996871
T004,01-07-2024 09:04,1.068135187,74.59077076,73.53012601,0.2,0.12,1.178803769,4.908506174,0.133743456,74.10514207,0.2,23.79920927,Edge-01,11.51588575,Light,Place,FANUC M-20iA,TRUE,TRUE,74.59077076
T006,01-07-2024 09:04,2.077461456,25.00285615,24.76999504,0.52586791,0.546505716,0.951794736,5.873682877,0.300084387,24.84595763,0.515849919,23.07179117,Edge-03,11.79494299,Heavy,Pick,FANUC M-20iA,TRUE,TRUE,25.00285615
T006,01-07-2024 09:01,2.727324898,72.19247369,72.74765466,0.965013821,0.856703332,1.431041892,5.508652824,0.546171003,72.12284608,0.974095597,23.50528861,Edge-01,11.77077921,Light,Pick,IRB6700,TRUE,TRUE,72.19247369
T005,01-07-2024 09:05,3.006928827,26.60421074,26.57036344,0.441255566,0.421257758,0.947144904,5.36103461,0.314187332,26.37863292,0.447939994,24.99,Edge-01,10.49973076,Light,Place,IRB6700,TRUE,TRUE,26.60421074
T003,01-07-2024 09:03,1.030665865,23.33624231,23.3891639,0.40054574,0.46687714,0.8,4.894963651,0.275258035,23.16731237,0.430425627,23.94448636,Edge-03,10.01,Light,Inspect,IRB6700,TRUE,TRUE,23.33624231
T001,01-07-2024 09:01,5.657578788,87.57554023,87.43789596,0.63490705,0.665110172,1.04600822,5.271087946,0.30830992,87.1788754,0.636093007,22.77049787,Edge-02,12.65175019,Heavy,Pick,KUKA KR10,TRUE,TRUE,87.57554023
T004,01-07-2024 09:07,2.681839184,89.43,89.85,0.442887924,0.43271712,0.899726861,4.533704293,0.384173487,89.51,0.451889081,22.97120112,Edge-01,11.2843522,Light,Weld,FANUC M-20iA,TRUE,TRUE,89.43
T002,01-07-2024 09:00,3.731505446,89.28514127,89.85,0.587877767,0.614320112,1.395682566,4.890846173,0.385284239,89.51,0.548759679,24.71351511,Edge-01,12.19965935,Light,Inspect,IRB6700,TRUE,TRUE,89.28514127
T005,01-07-2024 09:08,5.353964348,57.39869477,57.47607819,0.506410168,0.638627579,1.48542095,5.543426715,0.426830017,57.47778003,0.493527264,24.03851667,Edge-02,14.05299662,Light,Weld,KUKA KR10,TRUE,TRUE,57.39869477
T003,01-07-2024 09:04,4.760094693,63.51621228,62.97512758,1,1.09,1.211958828,5.550743435,0.185763467,63.65113937,1.05,24.99,Edge-01,13.54167284,Heavy,Weld,KUKA KR10,TRUE,TRUE,63.51621228
T005,01-07-2024 09:02,2.137414051,89.43,89.85,0.44273123,0.419658171,1.442925498,4.658833688,0.443443235,89.51,0.448809716,24.03065592,Edge-02,10.01,Heavy,Place,FANUC M-20iA,TRUE,TRUE,89.43
T010,01-07-2024 09:05,5.884088204,61.18092949,61.78802795,0.677747517,0.68990983,1.27681679,5.051126835,0.283393213,61.3045511,0.648151886,24.24153987,Edge-03,12.5319222,Heavy,Inspect,FANUC M-20iA,TRUE,TRUE,61.18092949
T001,01-07-2024 09:07,2.864782933,80.03462834,80.63383854,0.246584311,0.161676011,1.050414228,5.369970471,0.488377788,80.64669897,0.229578473,23.45429128,Edge-01,13.38463512,Heavy,Weld,FANUC M-20iA,TRUE,TRUE,80.03462834
T002,01-07-2024 09:07,5.361375028,32.95306645,32.98687575,0.738028796,0.741355687,1.081317857,5.319858541,0.42405388,32.54682735,0.738830071,23.87387991,Edge-03,14.65650837,Light,Weld,KUKA KR10,TRUE,TRUE,32.95306645
T007,01-07-2024 09:07,3.803079481,40.63533815,40.45470486,0.514126826,0.609355483,1.180837469,5.550943051,0.292650106,40.52456974,0.493617407,23.52630388,Edge-01,11.06118276,Heavy,Pick,FANUC M-20iA,TRUE,TRUE,40.63533815
T002,01-07-2024 09:03,1,37.66032881,38.27586906,0.698156217,0.776979313,1.019118946,5.349970547,0.27101532,37.47964387,0.672563529,23.72076015,Edge-02,10.01,Heavy,Pick,KUKA KR10,TRUE,TRUE,37.66032881
T004,01-07-2024 09:02,5.119352759,66.31387596,66.84508531,0.730861746,0.703875583,1.045824375,4.51,0.271211936,66.48388276,0.736914946,24.00402421,Edge-02,12.68812247,Heavy,Pick,FANUC M-20iA,TRUE,TRUE,66.31387596
T007,01-07-2024 09:02,4.945101009,29.80476452,28.72751656,0.241413475,0.365166033,0.8,5.879732483,0.401184829,29.85430446,0.218143555,23.5349972,Edge-01,13.56968942,Heavy,Place,KUKA KR10,TRUE,TRUE,29.80476452
T008,01-07-2024 09:05,4.529753824,21.55540547,21.34322944,0.259885227,0.357746911,0.91281017,5.393648421,0.304379502,21.22989672,0.251215069,23.12093855,Edge-02,11.17039667,Light,Place,IRB6700,TRUE,TRUE,21.55540547
T005,01-07-2024 09:06,4.871331049,73.1586905,72.81063771,0.592462283,0.473845504,0.948431631,5.935778581,0.269626551,73.01659158,0.601475772,22.98144938,Edge-03,11.32394559,Heavy,Place,FANUC M-20iA,TRUE,TRUE,73.1586905
T007,01-07-2024 09:03,1.375931702,78.11399888,78.52812963,0.695512698,0.68157442,1.336886815,5.260010704,0.328595502,77.89396961,0.698783492,24.99,Edge-02,11.48357502,Heavy,Weld,KUKA KR10,TRUE,TRUE,78.11399888
T009,01-07-2024 09:00,4.702092618,62.05161161,61.62730184,0.489288869,0.581749358,1.474548665,6,0.56,62.14645203,0.44394485,23.99966851,Edge-01,13.88642838,Heavy,Pick,IRB6700,TRUE,TRUE,62.05161161
T002,01-07-2024 09:08,3.711912707,89.43,89.85,0.564616479,0.519112682,1.29629723,4.51,0.270244007,89.51,0.564951612,23.96734298,Edge-01,14.02566792,Light,Weld,FANUC M-20iA,TRUE,TRUE,89.43
T010,01-07-2024 09:02,6,86.17380559,86.78692674,0.731823563,0.64371941,0.998386478,4.51,0.229870903,86.47093294,0.748969655,22.92311298,Edge-01,11.18520947,Heavy,Pick,IRB6700,TRUE,TRUE,86.17380559
T003,01-07-2024 09:03,6,73.10795873,72.69649162,0.78273245,0.712601322,0.805540591,5.359386112,0.264244115,73.45253247,0.768969265,24.38478081,Edge-02,11.39589899,Heavy,Place,FANUC M-20iA,TRUE,TRUE,73.10795873
T008,01-07-2024 09:05,3.214508188,74.19585586,74.23698803,0.750189876,0.741762982,0.841122042,5.232563009,0.224338462,73.93913,0.75054011,22.51387306,Edge-02,11.6879025,Light,Pick,IRB6700,TRUE,TRUE,74.19585586
T004,01-07-2024 09:03,1,83.20660136,83.24895011,0.362672564,0.447845255,1.124797377,5.481684075,0.18790466,83.12926988,0.353880341,24.635869,Edge-01,11.45272803,Light,Weld,IRB6700,TRUE,TRUE,83.20660136
T002,01-07-2024 09:01,4.309516364,87.7180776,87.21833902,0.741083332,0.739222371,0.892895566,4.51,0.305889457,87.70892898,0.761276835,23.84365878,Edge-03,10.4926611,Light,Weld,FANUC M-20iA,TRUE,TRUE,87.7180776
T003,01-07-2024 09:04,1,74.3862003,74.19538374,0.719050096,0.689551577,1.18471379,5.525474289,0.209858084,74.55461904,0.710026833,23.39998361,Edge-02,12.00297866,Light,Weld,IRB6700,TRUE,TRUE,74.3862003
T010,01-07-2024 09:03,1.272846624,39.38735841,40.55925642,0.2,0.276989349,1.076030662,4.51,0.452010284,39.0787057,0.2,23.04115069,Edge-01,11.61426875,Heavy,Inspect,IRB6700,TRUE,TRUE,39.38735841
T004,01-07-2024 09:00,6,59.28827523,59.24255424,0.541016124,0.488051245,0.922933444,5.474661174,0.250283125,59.25019191,0.573715151,23.49844967,Edge-03,11.56238741,Light,Weld,FANUC M-20iA,TRUE,TRUE,59.28827523
T002,01-07-2024 09:02,1,31.65838727,32.31821931,0.366421471,0.3200352,0.997585907,5.329898393,0.18300203,31.75425593,0.383172791,24.73509699,Edge-02,10.32549012,Light,Inspect,IRB6700,TRUE,TRUE,31.65838727
T004,01-07-2024 09:01,1.881369776,13.83146703,13.12339993,0.602220573,0.683075741,1.230203161,5.261169221,0.398291324,13.72694786,0.61493865,23.629212,Edge-03,14.35497234,Light,Place,KUKA KR10,TRUE,TRUE,13.83146703
T006,01-07-2024 09:01,2.056140229,76.76351546,76.58596428,0.733523579,0.715009784,1.322408186,5.585929433,0.393496395,77.39031514,0.728582137,23.55146618,Edge-02,11.91904217,Light,Place,KUKA KR10,TRUE,TRUE,76.76351546
T002,01-07-2024 09:07,3.004744904,41.90234133,43.01623539,0.770468056,0.781220356,1.265435218,4.553488711,0.297669342,41.80021843,0.777137906,24.52892373,Edge-01,11.77454475,Light,Pick,KUKA KR10,TRUE,TRUE,41.90234133
T010,01-07-2024 09:05,2.295083004,16.23502414,15.2174913,0.604141858,0.583317029,1.249035431,4.922911415,0.109118444,16.22951942,0.596832436,24.37652063,Edge-02,13.76438558,Light,Place,KUKA KR10,TRUE,TRUE,16.23502414
T004,01-07-2024 09:05,3.243864668,22.21161203,23.12583427,0.474324276,0.47691234,1.301078491,5.176895149,0.283335817,21.78201108,0.501929376,23.31372958,Edge-02,11.39157597,Heavy,Inspect,IRB6700,TRUE,TRUE,22.21161203
T003,01-07-2024 09:01,4.585978841,79.01829163,79.41931139,0.283198181,0.302397478,0.832858427,4.652409639,0.301718469,78.88846848,0.274386455,23.50664952,Edge-03,11.89122373,Light,Weld,IRB6700,TRUE,TRUE,79.01829163
T005,01-07-2024 09:04,1.533098447,66.00060204,66.61144413,0.67595488,0.614580133,1.125167723,5.65939818,0.365870984,66.2939249,0.682273097,23.01211794,Edge-02,11.57605957,Heavy,Place,KUKA KR10,TRUE,TRUE,66.00060204
T008,01-07-2024 09:08,2.828762106,65.83260535,66.17850275,0.968373861,1.010715535,1.378395692,4.627459092,0.197478897,66.20222033,0.967972816,22.63362005,Edge-03,13.77735773,Heavy,Pick,IRB6700,TRUE,TRUE,65.83260535
T005,01-07-2024 09:04,1,63.16948268,63.34078219,0.302605916,0.27709397,1.0804604,4.76286163,0.280532981,63.20684383,0.345784317,24.25743685,Edge-01,14.6891243,Light,Weld,KUKA KR10,TRUE,TRUE,63.16948268
T003,01-07-2024 09:02,5.223128116,62.07010135,62.35999875,0.766987122,0.692551383,1.203304998,5.237338977,0.186083205,61.88603536,0.757899576,24.3250292,Edge-03,11.29000508,Light,Inspect,IRB6700,TRUE,TRUE,62.07010135
T009,01-07-2024 09:07,4.38530939,26.02179598,26.4754987,0.765009184,0.812738359,1.040842458,4.820896005,0.511883995,25.97121783,0.763836568,23.07103877,Edge-02,12.11277374,Light,Weld,FANUC M-20iA,TRUE,TRUE,26.02179598
T004,01-07-2024 09:04,6,44.79224251,46.58848389,0.470900471,0.390918191,1.253211321,5.155376563,0.216453898,44.48543956,0.464645808,24.63053083,Edge-01,13.27202985,Light,Inspect,KUKA KR10,TRUE,TRUE,44.79224251
T006,01-07-2024 09:00,5.384652078,21.66013762,21.79052986,0.273804289,0.209273281,1.174407447,4.918049388,0.313373261,21.52569661,0.281166468,22.86049333,Edge-03,14.126351,Light,Inspect,KUKA KR10,TRUE,TRUE,21.66013762
T003,01-07-2024 09:02,4.272344404,40.53811578,40.47789447,0.567102902,0.578987555,1.421724812,5.378861823,0.404402023,40.98711382,0.585694887,23.5645579,Edge-01,11.50905765,Light,Place,FANUC M-20iA,TRUE,TRUE,40.53811578
T001,01-07-2024 09:06,1,19.11574359,19.56915404,0.2,0.277821728,1.309775918,5.332670036,0.230441455,18.69859885,0.2,24.78620333,Edge-01,11.49229933,Heavy,Inspect,IRB6700,TRUE,TRUE,19.11574359
T008,01-07-2024 09:06,4.559853425,29.47958323,29.47229531,0.729420267,0.715359267,0.977792497,5.262758828,0.56,29.49261864,0.726284759,24.27347758,Edge-03,12.46847867,Heavy,Weld,IRB6700,TRUE,TRUE,29.47958323
T001,01-07-2024 09:06,3.157191177,35.51287135,35.14909864,0.598857424,0.571364004,1.260335132,5.449952303,0.367140761,35.12881535,0.605734562,24.76650745,Edge-02,12.96559426,Light,Pick,IRB6700,TRUE,TRUE,35.51287135
T003,01-07-2024 09:04,4.991519442,49.20703881,48.33699872,0.558029044,0.580482087,0.8,5.407158291,0.406726844,49.3571726,0.590798963,24.5597835,Edge-01,14.59964453,Light,Weld,KUKA KR10,TRUE,TRUE,49.20703881
T009,01-07-2024 09:08,4.366775488,69.2514496,69.04403894,0.909866854,0.852270555,1.329664513,5.644750865,0.446634713,69.41801293,0.893527668,23.81130672,Edge-01,12.25370089,Heavy,Inspect,IRB6700,TRUE,TRUE,69.2514496
T001,01-07-2024 09:02,2.210033358,69.71772002,70.2760088,0.373624216,0.351487172,1.182920811,5.378269612,0.383274025,69.55417687,0.402981462,24.53398139,Edge-03,10.72611506,Light,Place,IRB6700,TRUE,TRUE,69.71772002
T009,01-07-2024 09:03,2.646996444,11.02738018,10.82399048,0.402395988,0.398534099,1.097742081,5.095012247,0.229773273,11.08652378,0.438557632,23.77923311,Edge-03,13.43843399,Light,Pick,FANUC M-20iA,TRUE,TRUE,11.02738018
T003,01-07-2024 09:07,3.424966157,46.47649825,45.58680698,0.623373372,0.664463352,1.041322082,4.86378634,0.356278021,46.99028359,0.618614604,23.94045021,Edge-03,11.74393693,Heavy,Weld,FANUC M-20iA,TRUE,TRUE,46.47649825
T008,01-07-2024 09:00,5.153336105,84.22978845,83.96505111,0.715359573,0.673272824,0.988416288,5.295090342,0.359222267,84.44192056,0.72612861,23.76894866,Edge-02,13.94439049,Heavy,Inspect,IRB6700,TRUE,TRUE,84.22978845
T005,01-07-2024 09:03,4.477640777,66.88394579,66.1621475,0.447676467,0.435560189,0.964998519,4.51,0.221990144,67.60782435,0.428948876,23.17469281,Edge-03,13.46797197,Heavy,Inspect,IRB6700,TRUE,TRUE,66.88394579
T005,01-07-2024 09:06,2.618039343,39.88320859,39.72022186,0.649250707,0.642837323,0.949858409,4.833055993,0.391832347,40.56447145,0.653939414,23.68514733,Edge-03,11.94198458,Heavy,Inspect,IRB6700,TRUE,TRUE,39.88320859
T007,01-07-2024 09:02,1,38.00397513,38.30683926,1,1.057153098,1.055126709,4.876543163,0.1700395,38.37186873,1.05,24.31779816,Edge-02,12.51571436,Light,Pick,KUKA KR10,TRUE,TRUE,38.00397513
T002,01-07-2024 09:06,2.751135837,42.13517514,42.8281241,0.312577353,0.346707619,1.309021243,4.723694391,0.322925619,42.35039982,0.283543039,23.75463475,Edge-02,11.19159403,Heavy,Weld,IRB6700,TRUE,TRUE,42.13517514
T001,01-07-2024 09:08,1.241021953,64.69004684,64.35100525,0.463081973,0.437703338,1.13047302,4.920497316,0.233577823,64.50811937,0.473664257,23.38744345,Edge-03,14.47356292,Light,Place,KUKA KR10,TRUE,TRUE,64.69004684
T009,01-07-2024 09:01,2.328247825,64.14487806,63.83189269,0.76436455,0.773804536,1.140763645,4.825276367,0.346976293,64.06881921,0.743291707,24.72608137,Edge-02,15,Heavy,Pick,IRB6700,TRUE,TRUE,64.14487806
T009,01-07-2024 09:02,1,63.50088281,63.5715527,0.791037468,0.695966778,1.01475384,5.06426085,0.315288253,63.93175828,0.814093867,23.62155933,Edge-01,10.67583672,Light,Weld,FANUC M-20iA,TRUE,TRUE,63.50088281
T004,01-07-2024 09:05,3.297182141,47.93450392,47.44708508,0.890258526,0.877583982,1.216689514,4.910627688,0.358020154,48.24759313,0.876521744,23.06367853,Edge-03,13.2112586,Heavy,Weld,IRB6700,TRUE,TRUE,47.93450392
T007,01-07-2024 09:08,5.352301253,56.13276004,56.25084057,0.729664101,0.781268443,0.955217831,4.994048347,0.304885456,56.06036461,0.737049905,24.32137622,Edge-02,12.94772354,Light,Inspect,FANUC M-20iA,TRUE,TRUE,56.13276004
T010,01-07-2024 09:03,1,66.72330782,66.61861147,0.904584034,0.912019278,1.17080426,5.62798325,0.301557579,66.46092,0.889291756,23.85181835,Edge-01,12.16054214,Heavy,Pick,IRB6700,TRUE,TRUE,66.72330782
T002,01-07-2024 09:00,1,10.25137781,10.44439091,0.673796175,0.731283485,0.8,5.093053431,0.24510873,10.00424834,0.663713086,23.39153969,Edge-02,10.01,Light,Inspect,KUKA KR10,TRUE,TRUE,10.25137781
T007,01-07-2024 09:04,3.014540977,26.6249143,26.60676878,0.766272096,0.803376993,1.023241252,4.749975188,0.115050246,26.53762938,0.79694802,24.01678767,Edge-02,11.91349523,Heavy,Place,FANUC M-20iA,TRUE,TRUE,26.6249143
T002,01-07-2024 09:08,1,66.81584635,66.37643301,0.714836142,0.692295479,1.235755497,5.125131708,0.344319455,66.9038914,0.704932848,22.76659484,Edge-01,14.11032911,Heavy,Weld,FANUC M-20iA,TRUE,TRUE,66.81584635
T006,01-07-2024 09:02,4.463093158,67.27019099,67.3068046,0.881524048,1.006873751,1.040841886,4.887917963,0.291737107,67.51036349,0.844461674,24.07707166,Edge-03,13.59660479,Light,Pick,IRB6700,TRUE,TRUE,67.27019099
T002,01-07-2024 09:06,4.075378329,28.03122147,27.31722821,0.588338444,0.629401214,1.153795963,6,0.222331171,27.89143717,0.602125433,23.29217954,Edge-02,10.37411004,Heavy,Pick,FANUC M-20iA,TRUE,TRUE,28.03122147
T001,01-07-2024 09:01,2.060693762,41.50944917,40.83194644,0.868410295,0.933195277,0.964776546,5.401202203,0.176244037,41.23090684,0.892950493,24.99,Edge-02,12.22562511,Heavy,Weld,IRB6700,TRUE,TRUE,41.50944917
T001,01-07-2024 09:07,4.530735164,89.43,89.85,0.806042871,0.73811834,1.060325655,5.582654269,0.428079247,89.51,0.832187547,24.77100224,Edge-02,13.19031177,Heavy,Place,KUKA KR10,TRUE,TRUE,89.43
T002,01-07-2024 09:01,4.27473316,49.38937668,49.78114208,0.2,0.219704152,1.188169606,5.141105055,0.45474159,49.16930042,0.2,23.9900823,Edge-02,13.77683703,Heavy,Pick,IRB6700,TRUE,TRUE,49.38937668
T007,01-07-2024 09:02,3.889748129,54.31124923,53.84739678,0.681330417,0.675173495,1.212475761,5.690806476,0.3288205,54.84571626,0.70217375,24.25668069,Edge-02,10.40646156,Light,Pick,KUKA KR10,TRUE,TRUE,54.31124923
T002,01-07-2024 09:03,2.673786046,56.99080763,57.10350139,0.99517926,0.977102983,1.497551419,5.000853477,0.23830171,57.179203,0.987198218,24.17204943,Edge-03,12.810451,Light,Place,KUKA KR10,TRUE,TRUE,56.99080763
T010,01-07-2024 09:02,2.997545083,58.63008005,59.08333491,1,1.010011129,1.348504237,5.488208144,0.386067201,58.75698035,1.005484665,23.62532637,Edge-02,10.01,Heavy,Inspect,FANUC M-20iA,TRUE,TRUE,58.63008005
T003,01-07-2024 09:00,3.748204994,59.29839028,59.6207142,0.551274271,0.565056612,0.8,4.888285063,0.272876843,59.00776747,0.514111506,23.61298979,Edge-01,15,Heavy,Place,IRB6700,TRUE,TRUE,59.29839028
T002,01-07-2024 09:07,3.017186738,66.51045714,66.64338025,0.591524534,0.568388073,1.370769864,5.96207603,0.295707457,66.86856023,0.648353805,24.51460677,Edge-03,12.3691757,Heavy,Pick,KUKA KR10,TRUE,TRUE,66.51045714
T001,01-07-2024 09:01,5.134797095,51.0241211,51.65698043,0.508162259,0.594162111,0.974208792,5.362267711,0.21906135,50.66059786,0.472377157,23.60901757,Edge-01,14.67631382,Light,Inspect,IRB6700,TRUE,TRUE,51.0241211
T008,01-07-2024 09:04,6,67.48338195,66.88315768,0.640519651,0.705292801,1.302745982,5.255040779,0.196899192,67.50306382,0.64843353,23.71539929,Edge-01,14.61501266,Heavy,Inspect,FANUC M-20iA,TRUE,TRUE,67.48338195
